Input	Input Type	MGI Gene/Marker ID	Chr	Strand	Start	End
Gm10104	current symbol	MGI:3711900	8	+	21065038	21065996
Gm14597	current symbol	MGI:3711766	X	-	53577087	53608979
9930111J21Rik2	current symbol	MGI:3711310	11	-	49015874	49051242
Gm10681	current symbol	MGI:3711284	3	-	98552542	98563985
Gm14478	current symbol	MGI:3711282	X	+	11321492	11321809
Gm2564	current symbol	MGI:3708691	4	+	42629753	42631714
Gm14477	current symbol	MGI:3711280	X	+	11305655	11305972
Gm10430	current symbol	MGI:3711274	UN		
Gm10406	current symbol	MGI:3711272	14	-	7006115	7022599
Gm10058	current symbol	MGI:3711266	X	-	27924017	27946885
Cphx3	current symbol	MGI:3711264	14	+	26221856	26235744
Tmem254c	current symbol	MGI:3711260	14	-	26063919	26067355
Amy2a4	current symbol	MGI:3711258	3	-	113279843	113291449
Gm10591	current symbol	MGI:3711256	4	+	42612195	42612860
Gm15127	current symbol	MGI:3711248	X	+	148663598	148703849
Plac9b	current symbol	MGI:3711222	14	-	26167405	26182480
Amy2a2	current symbol	MGI:3711220	3	-	113345055	113356658
Mettl7a3	current symbol	MGI:3710670	15	+	100334929	100340341
Gm10310	current symbol	MGI:3710649	10	-	129983480	129984442
Hist1h2br	current symbol	MGI:3710645	13	+	21833758	21837530
Gm10135	current symbol	MGI:3710643	5	-	72965808	72974702
Gm15097	current symbol	MGI:3710639	X	+	149784473	149826694
Gm10096	current symbol	MGI:3710636	X	-	28931821	28954702
Gm10600	current symbol	MGI:3710628	4	+	42240639	42242685
Gm16501	current symbol	MGI:3710623	Y	-	2720339	2720674
Duxbl2	current symbol	MGI:3710620	14	+	26118349	26129763
Gm14685	current symbol	MGI:3710618	X	+	73117047	73129262
Gm10409	current symbol	MGI:3710610	14	+	3412614	3433800
Gm13769	current symbol	MGI:3710598	2	+	90322222	90325208
Gm10487	current symbol	MGI:3710592	X	-	30820542	30843469
Gm14501	current symbol	MGI:3710586	X	+	9350627	9351136
Gm14482	current symbol	MGI:3710577	X	+	11318256	11318764
Hist1h2ap	current symbol	MGI:3710573	13	-	21833026	21833507
Gm9747	current symbol	MGI:3710571	1	+	82233112	82235933
Gm9851	current symbol	MGI:3710567	16	null	8618948	8621217
Gm15292	current symbol	MGI:3708769	8	+	21249754	21250556
Gm10256	current symbol	MGI:3710530	Y	+	2862139	2873492
Gm10057	current symbol	MGI:3710528	X	-	154043986	154055039
Gm10697	current symbol	MGI:3710527	3	-	94071622	94072644
Gm10439	current symbol	MGI:3710525	X	+	149594570	149636764
Gm10488	current symbol	MGI:3710522	X	+	29976314	29999162
Duxbl3	current symbol	MGI:3710520	14	+	26257962	26269436
Gm10147	current symbol	MGI:3710518	X	-	28584992	28607842
Gm16486	current symbol	MGI:3708784	8	+	70702025	70717650
Gm10486	current symbol	MGI:3710516	X	+	35067384	35090316
Gm10230	current symbol	MGI:3710515	X	-	27472031	27494882
Gm13304	current symbol	MGI:3710514	4	+	42114817	42115917
Gm14476	current symbol	MGI:3710419	X	+	11308824	11309141
Gm14475	current symbol	MGI:3710416	X	+	11324659	11324976
Tmem254b	current symbol	MGI:3710397	14	-	26203369	26207041
Myh7b	current symbol	MGI:3710243	2	+	155611212	155634307
D630044L22Rik	current symbol	MGI:3709661	17	+	25951472	25963610
Luzp4	current symbol	MGI:3708816	X	+	148857640	148924139
Gm14548	current symbol	MGI:3709645	7	-	3884242	3898120
Gm14431	current symbol	MGI:3709638	2	+	176521056	176532479
Gm14305	current symbol	MGI:3709632	2	+	176708328	176721813
Gm10352	current symbol	MGI:3708825	Y	+	2900989	2912206
Gm14295	current symbol	MGI:3709624	2	+	176798612	176811223
Mup8	current symbol	MGI:3709619	4	-	60218622	60222580
Mup11	current symbol	MGI:3709617	4	-	60658466	60662411
Mup7	current symbol	MGI:3709615	4	-	60066470	60070411
Gm14698	current symbol	MGI:3709613	X	+	68821093	68825318
Gm15308	current symbol	MGI:3709042	8	+	21529032	21530012
Gm15315	current symbol	MGI:3709048	8	+	21665797	21666732
Gm14410	current symbol	MGI:3709158	2	-	177183453	177206421
Gm11397	current symbol	MGI:3709608	13	+	33395761	33405285
Gm14851	current symbol	MGI:3709605	8	-	21095074	21096050
Gm14347	current symbol	MGI:3709183	X	+	4196576	4198535
Gm14374	current symbol	MGI:3709265	X	+	5669067	5671026
Gm10922	current symbol	MGI:3709272	X	+	4370636	4372595
Gm10921	current symbol	MGI:3709274	X	-	4289286	4291245
Gm14351	current symbol	MGI:3709278	X	-	3750934	3752885
Gm14346	current symbol	MGI:3709280	X	-	3441731	3443690
Gm14345	current symbol	MGI:3709282	X	+	3700233	3702192
Gm8898	current symbol	MGI:3709288	2	-	175918881	175931100
Gm14326	current symbol	MGI:3709298	2	-	177935993	177957297
Gm14744	current symbol	MGI:3709306	X	+	77864758	77870033
Gm14391	current symbol	MGI:3709324	2	-	175191065	175206917
Gm15446	current symbol	MGI:3709333	5	+	109923400	109943936
Gm15140	current symbol	MGI:3709336	X	-	154109633	154120685
Samt1	current symbol	MGI:3709338	X	-	154001590	154012640
Gm11569	current symbol	MGI:3709346	11	-	99798064	99798932
Rhox3g	current symbol	MGI:3770313	X	-	37623318	37628612
Rhox3e	current symbol	MGI:3770274	X	+	37542019	37551082
Rhox3f	current symbol	MGI:3770277	X	+	37580992	37585496
Rhox2f	current symbol	MGI:3770275	X	+	37571405	37576163
Rhox2e	current symbol	MGI:3770272	X	+	37530452	37541813
Rhox3c	current symbol	MGI:3770268	X	+	37458585	37473964
Rhox2c	current symbol	MGI:3770266	X	+	37453680	37469861
Rhox2b	current symbol	MGI:3770262	X	+	37412067	37416806
Gm14496	current symbol	MGI:3769929	2	+	181991364	182001766
Cyp3a59	current symbol	MGI:3769707	5	+	146079257	146113287
Aktip	current symbol	MGI:3693832	8	-	91112041	91134465
Smok3a	current symbol	MGI:3693943	5	+	138021261	138034664
Sbpl	current symbol	MGI:3694550	17	-	23953085	23954919
Kcng2	current symbol	MGI:3694646	18	-	80294546	80364254
Mfap1b	current symbol	MGI:3694697	2	-	121460235	121474067
Zxdb	current symbol	MGI:3694898	X	+	94724569	94730187
Bpifb9a	current symbol	MGI:3767993	2	+	154257854	154271245
Pydc4	current symbol	MGI:3695276	1	-	173566284	173599274
Nlrp1b	current symbol	MGI:3582959	11	-	71153102	71230733
Zglp1	current symbol	MGI:3696042	9	-	21062393	21067093
E130208F15Rik	current symbol	MGI:3767226	7	+	30321740	30323472
Zfp781	current symbol	MGI:3696710	10	-	81905073	81910899
Fancf	current symbol	MGI:3689889	7	-	51860577	51862267
Xaf1	human symbol	MGI:3505735	11	+	72314444	72319416
Xaf1	current symbol	MGI:3772572	11	+	72301629	72313733
BC117090	GenBank	MGI:3696881	16	-	36321665	36334332
BC117090	current symbol	MGI:3696881	16	-	36321665	36334332
BC100530	current symbol	MGI:3696883	16	-	36359382	36367748
BC100530	GenBank	MGI:3696883	16	-	36359382	36367748
Fam150b	current symbol	MGI:3697448	12	+	30884324	30893854
Zar1l	current symbol	MGI:3690051	5	-	150507055	150518164
9630029G12Rik	current symbol	MGI:3698177	8	null	18844180	18846775
Fam174b	current symbol	MGI:3698178	7	+	73740307	73776919
D830025C05Rik	current symbol	MGI:3698180	8	+	25597012	25597989
Ifit3b	current symbol	MGI:3698419	19	+	34607970	34613401
1190007I07Rik	current symbol	MGI:3698433	10	-	82619851	82623228
Arhgap23	current symbol	MGI:3697726	11	+	97415533	97502402
Gm12353	current symbol	MGI:3699710	4	+	19605451	19651130
Ttc30a2	current symbol	MGI:3700200	2	-	75975740	75978170
5430421N21Rik	current symbol	MGI:3690448	15	-	101485131	101491512
Nlrp4g	current symbol	MGI:3700744	9	+	124348831	124354028
BC048609	GenBank	MGI:3690536	19	+	6080033	6080788
BC048609	current symbol	MGI:3690536	19	+	6080033	6080788
Gm13251	current symbol	MGI:3700963	4	+	146449023	146470292
Gm13247	current symbol	MGI:3700965	4	+	146502027	146539392
Gm13152	current symbol	MGI:3701121	4	+	147492417	147513486
Gm13145	current symbol	MGI:3701123	4	+	147361303	147391004
Gm13139	current symbol	MGI:3701604	4	+	147132038	147180579
Fam205a2	current symbol	MGI:3701946	4	-	42522580	42528175
Gm13271	current symbol	MGI:3701966	4	+	88754868	88755416
Gm13272	current symbol	MGI:3701968	4	+	88779850	88780660
Gm13275	current symbol	MGI:3701970	4	+	88794487	88795035
Gm13276	current symbol	MGI:3701972	4	+	88785709	88786257
Gm13277	current symbol	MGI:3701974	4	+	88788632	88789180
Gm13278	current symbol	MGI:3701976	4	+	88791550	88792098
Gm13279	current symbol	MGI:3701978	4	+	88797397	88797945
Gm13285	current symbol	MGI:3701981	4	+	88799665	88801126
Gm13287	current symbol	MGI:3701983	4	+	88803254	88803802
Gm13288	current symbol	MGI:3701985	4	+	88805531	88808380
Gm13289	current symbol	MGI:3701987	4	+	88776922	88777470
Gm13290	current symbol	MGI:3701990	4	+	88773834	88774801
Gm13309	current symbol	MGI:3702000	UN		
Mup13	current symbol	MGI:3702003	4	-	61224310	61228271
Mup14	current symbol	MGI:3702005	4	-	61300023	61304000
Hist1h2bq	current symbol	MGI:3702051	13	-	21806612	21810197
Gm13691	current symbol	MGI:3702053	2	+	83990553	83993045
Gm13693	current symbol	MGI:3702055	2	+	83961503	83963995
Gm13694	current symbol	MGI:3702064	2	+	83978933	83981425
Gm13695	current symbol	MGI:3702066	2	+	83967313	83969805
Gm13696	current symbol	MGI:3702068	2	+	83973123	83975615
Gm13697	current symbol	MGI:3702070	2	+	83984743	83987235
Gm13698	current symbol	MGI:3702072	2	+	83955693	83958185
Rnaset2b	current symbol	MGI:3702087	17	+	6978860	6998193
Gm11756	current symbol	MGI:3702095	4	-	73916728	73920760
Gm11757	current symbol	MGI:3702097	4	-	73887066	73891112
Gm11758	current symbol	MGI:3702099	4	-	73872219	73876266
Gm13871	current symbol	MGI:3702126	4	-	73901907	73905953
Syndig1	current symbol	MGI:3702158	2	+	149829211	150004392
Gm14085	current symbol	MGI:3702173	2	+	122484941	122528040
Gm11236	current symbol	MGI:3702277	4	+	73638121	73642161
Gm11237	current symbol	MGI:3702292	4	+	73622984	73627027
Gm11238	current symbol	MGI:3702316	4	+	73607881	73657291
Gm11239	current symbol	MGI:3702319	4	+	73668354	73672396
Vmn2r118	current symbol	MGI:3761695	17	-	55592341	55624672
Gm14418	current symbol	MGI:3702408	2	-	177387124	177398320
Gm14419	current symbol	MGI:3702410	2	+	177000956	177012787
Gm14430	current symbol	MGI:3702412	UN		
Gm14432	current symbol	MGI:3702415	UN		
Gm14434	current symbol	MGI:3702417	2	-	176473278	176486783
Gm14435	current symbol	MGI:3702420	2	+	176423594	176435761
Gm14436	current symbol	MGI:3702427	UN		
Gm14440	current symbol	MGI:3702430	2	+	175275125	175286805
Sp140	chimpanzee symbol	MGI:3037746	1	-	85083069	85109853
Sp140	current symbol	MGI:3702467	1	+	85600378	85645037
Sp140	chimpanzee symbol	MGI:3612702	1	-	84992690	85270566
Vmn2r124	current symbol	MGI:3761531	17	+	18049484	18074220
Lce1j	current symbol	MGI:3702532	3	-	92788840	92790514
Lce1k	current symbol	MGI:3702534	3	-	92806291	92807891
Vmn2r27	current symbol	MGI:3761517	6	-	124191596	124231784
Vmn2r13	current symbol	MGI:3761379	5	-	109156068	109192107
Gm11710	current symbol	MGI:3702658	11	-	115020728	115027012
Gm11711	current symbol	MGI:3702661	11	-	115031486	115037769
Vmn2r12	current symbol	MGI:3761377	5	-	109085849	109097864
Gm13051	current symbol	MGI:3702694	4	+	146097298	146126621
BC106179	current symbol	MGI:3702726	16	-	23220656	23225368
BC106179	GenBank	MGI:3702726	16	-	23220656	23225368
Atxn1l	current symbol	MGI:3694797	8	-	109726451	109737739
Gm14325	current symbol	MGI:3702875	2	-	177831791	177840336
Gm9125	current symbol	MGI:3702970	3	-	94047981	94054885
Gm10696	current symbol	MGI:3702972	3	-	94174412	94178193
Gm7534	current symbol	MGI:3702974	4	-	134190804	134203004
Gm13102	current symbol	MGI:3703005	4	+	144106474	144110101
4933402N22Rik	current symbol	MGI:3703021	5	+	11918043	11922821
Vmn2r57	current symbol	MGI:3703084	7	-	41399732	41448641
Gm5168	current symbol	MGI:3703318	X	-	26028214	26051041
Vmn2r95	current symbol	MGI:3761354	17	+	18424104	18452324
Vmn2r92	current symbol	MGI:3761352	17	+	18151930	18185178
Gm16427	current symbol	MGI:3704103	5	-	93481829	93540200
Gm7792	current symbol	MGI:3704104	5	+	93843776	93856107
Gm16429	current symbol	MGI:3704105	5	-	93924777	93929052
Gm6367	current symbol	MGI:3704106	5	+	94988626	95026536
Gm7978	current symbol	MGI:3704107	5	-	95731789	95736173
Vmn2r39	current symbol	MGI:3704108	7	-	9014750	9030798
Vmn2r54	current symbol	MGI:3704110	7	-	12615233	12636134
Vmn1r125	current symbol	MGI:3704112	7	+	21272179	21273102
Gm8765	current symbol	MGI:3704126	13	+	50698312	50703435
Zfp808	current symbol	MGI:3704127	13	+	62129916	62173419
Gm8909	current symbol	MGI:3704134	17	-	36164443	36168537
Rhox3h	current symbol	MGI:3704137	X	-	37657688	37668764
Gm6812	current symbol	MGI:3704138	X	-	68892375	68893053
Vmn2r78	current symbol	MGI:3761335	7	+	86915300	86955177
Vmn2r76	current symbol	MGI:3761332	7	-	86225206	86246201
Gm10188	current symbol	MGI:3704196	1	-	132229048	132229767
Gm10176	current symbol	MGI:3704199	1	+	162477680	162479943
Gm10518	current symbol	MGI:3704205	1	+	179803376	179804676
Gm9821	current symbol	MGI:3704208	2	+	91945703	91947655
Gm10762	current symbol	MGI:3704209	2	-	128966593	128967725
Vmn2r70	current symbol	MGI:3761314	7	-	85558703	85569088
Vmn2r69	current symbol	MGI:3761311	7	-	85406376	85415676
Gm9857	current symbol	MGI:3704224	3	-	108940053	108940445
Gm16500	current symbol	MGI:3704226	3	-	135963212	135972795
Gm10592	current symbol	MGI:3704230	UN		
Gm10306	current symbol	MGI:3704234	4	+	94556546	94557078
Mterf1b	current symbol	MGI:3704243	5	+	4192367	4197651
Gm10424	current symbol	MGI:3704250	5	-	95268493	95272768
Gm16499	current symbol	MGI:3704267	6	+	53819974	53822150
Gm10302	current symbol	MGI:3704281	7	-	9546769	9572288
Vmn1r79	current symbol	MGI:3704282	7	+	12176193	12177113
Gm10676	current symbol	MGI:3704283	7	-	18989554	18992774
Vmn1r100	current symbol	MGI:3704284	7	+	20417942	20418865
Gm10666	current symbol	MGI:3704285	7	-	22133776	22134741
Vmn1r168	current symbol	MGI:3704286	7	+	23540720	23541649
Gm9844	current symbol	MGI:3704288	7	+	24862203	24862678
Gm12942	current symbol	MGI:3758095	4	+	127123691	127129644
Gm9967	current symbol	MGI:3704300	7	-	126774965	126776818
Vmn2r62	current symbol	MGI:3757994	7	-	42764438	42793496
E030037K01Rik	current symbol	MGI:3704310	8	null	47713265	47715020
Gm10645	current symbol	MGI:3704313	8	-	83165081	83166170
Gm10644	current symbol	MGI:3704314	8	-	83932329	83955205
Gm10094	current symbol	MGI:3704317	8	+	95825354	95826133
Vmn2r55	current symbol	MGI:3757950	7	-	12651706	12684991
Gm10023	current symbol	MGI:3704333	9	-	44481545	44485759
Gm10642	current symbol	MGI:3704338	9	+	70656251	70657860
Gm10639	current symbol	MGI:3704339	9	+	78289923	78305525
Vmn2r51	current symbol	MGI:3757937	7	-	10087198	10105659
Rps27rt	current symbol	MGI:3704345	9	-	114982371	114982740
Vmn2r49	current symbol	MGI:3757933	7	-	9976245	9992139
Vmn2r47	current symbol	MGI:3757929	7	-	9816782	9841325
Gm10322	current symbol	MGI:3704363	10	+	59616063	59616398
Vmn2r45	current symbol	MGI:3757883	7	-	8470525	8489075
Vmn2r41	current symbol	MGI:3757876	7	-	8136950	8161654
Gm10428	current symbol	MGI:3704375	11	+	62753100	62753498
Vmn2r40	current symbol	MGI:3757872	7	-	8907173	8931504
Gm10392	current symbol	MGI:3704377	11	-	77516660	77519198
Vmn2r38	current symbol	MGI:3757869	7	-	9074796	9097881
Vmn2r36	current symbol	MGI:3757866	7	-	7876651	7902462
Gm10479	current symbol	MGI:3704385	12	+	20322040	20322651
D630036H23Rik	current symbol	MGI:3704386	12	-	36381242	36382181
Gm9804	current symbol	MGI:3704387	12	+	49401277	49401837
Gm13334	current symbol	MGI:3757726	UN		
Vmn2r34	current symbol	MGI:3757700	7	-	7670887	7689513
Gm10436	current symbol	MGI:3704393	12	-	88175589	88181894
Vmn2r33	current symbol	MGI:3757694	7	-	7550967	7566786
Vmn2r31	current symbol	MGI:3757688	7	-	7383985	7399627
Gm9745	current symbol	MGI:3704398	13	-	8941575	8948231
A530084C06Rik	current symbol	MGI:3704402	13	-	31556134	31559333
BC038268	current symbol	MGI:3704403	13	null	55414900	55415591
BC038268	GenBank	MGI:3704403	13	null	55414900	55415591
Gm10772	current symbol	MGI:3704404	13	-	66227319	66227573
Vmn2r2	current symbol	MGI:3757666	3	-	64116432	64140543
Gm10413	current symbol	MGI:3704417	14	+	3395093	3403525
Gm10408	current symbol	MGI:3704423	14	+	3449379	3459287
Gm10251	current symbol	MGI:3704424	14	-	6638420	6684170
Gm10339	current symbol	MGI:3704428	14	-	7374667	7412375
Gm10378	current symbol	MGI:3704430	14	+	42655939	42663605
Gm10377	current symbol	MGI:3704431	14	-	42792568	42797987
Gm10376	current symbol	MGI:3704432	14	-	43010188	43015628
Gm10375	current symbol	MGI:3704433	14	-	43602627	43608065
Apol7e	current symbol	MGI:3704456	15	+	77698889	77719288
Gm10337	current symbol	MGI:3704459	15	+	102503722	102503886
Krtap19-9a	current symbol	MGI:3704466	16	-	88924050	88924217
Gm10228	current symbol	MGI:3704467	16	-	89040921	89041452
Gm10226	current symbol	MGI:3704470	17	+	21691860	21692114
Eif3j2	current symbol	MGI:3704486	18	-	43475418	43477796
Gm10751	current symbol	MGI:3704504	19	null	60790019	60791665
Gm13390	current symbol	MGI:3705123	UN		
Cyp2c69	current symbol	MGI:3721049	19	-	39842660	39886769
Gm15448	current symbol	MGI:3705216	7	-	3816781	3825687
Mup17	current symbol	MGI:3705217	4	-	61591929	61595871
Rhox7b	current symbol	MGI:3705218	X	-	37886439	37897232
Mup18	current symbol	MGI:3705220	4	-	61670177	61674136
Fthl17c	current symbol	MGI:3705221	X	-	8975710	8976559
Zfp600	current symbol	MGI:3705222	4	+	146156824	146198755
Gm14743	current symbol	MGI:3705225	X	-	78240462	78245921
Mroh2a	current symbol	MGI:3705228	1	+	88226986	88262289
Gm15293	current symbol	MGI:3705230	8	+	21201561	21202539
Gm14862	current symbol	MGI:3705234	X	-	9250928	9256899
Mup19	current symbol	MGI:3705235	4	-	61778324	61782269
Gm14850	current symbol	MGI:3705236	8	+	21565386	21566349
Gm11554	current symbol	MGI:3705237	11	-	99803557	99804446
Gm15130	current symbol	MGI:3705238	2	-	111134114	111152936
Gm14569	current symbol	MGI:3705243	X	-	36423601	36491830
Gm15056	current symbol	MGI:3705859	8	-	20900606	20902444
Gm14288	current symbol	MGI:3706570	2	-	175789357	175801093
Zscan4f	rat symbol	MGI:2685243	7	+	11005722	11010547
Zscan4f	current symbol	MGI:3708485	7	+	11397915	11402741
Zscan4f	rat symbol	MGI:3643613	7	-	11306426	11309847
Zscan4f	rat symbol	MGI:3645447	7	-	10900740	10905050
Zscan4f	rat symbol	MGI:3645954	7	-	11161374	11166182
Cyp4a32	current symbol	MGI:3717148	4	+	115600969	115621602
Cyp4a30b	current symbol	MGI:3717145	4	+	115452604	115471062
Cyp4a29	current symbol	MGI:3717143	4	+	115242084	115254557
Gm9778	current symbol	MGI:3708558	11	null	102999108	103000650
Cyp2j12	current symbol	MGI:3717097	4	-	96099318	96141152
Amy2a3	rat symbol	MGI:88020	3	-	113247178	113258837
Amy2a3	rat symbol	MGI:3711258	3	-	113279843	113291449
Amy2a3	current symbol	MGI:3714985	3	-	113312455	113324052
Amy2a3	rat symbol	MGI:3711220	3	-	113345055	113356658
Cyp3a41b	current symbol	MGI:3714859	5	-	145558664	145584730
Srp54c	current symbol	MGI:3714359	12	+	55230105	55279334
Srp54b	current symbol	MGI:3714357	12	+	55155104	55189213
Gm5463	current symbol	MGI:3779490	14	null	63329217	63345634
Gm5488	current symbol	MGI:3779491	UN		
Gm2461	current symbol	MGI:3780628	9	null	8104564	8106612
Vmn1r124	current symbol	MGI:3779910	7	-	21259694	21260617
Gm9817	current symbol	MGI:3809102	13	+	45078692	45081222
Gm3106	current symbol	MGI:3781282	5	+	94218005	94222010
Gm10912	current symbol	MGI:3809094	2	+	104065826	104067486
Gm3099	current symbol	MGI:3781275	14	+	3998394	4007006
Gm9495	current symbol	MGI:3779905	8	-	69427980	69453565
Gm3587	current symbol	MGI:3781764	18	null	35069399	35087622
Mup15	current symbol	MGI:3780235	4	-	61435790	61439743
Gm3685	current symbol	MGI:3781861	14	-	7036535	7044970
Gm7682	current symbol	MGI:3779756	5	+	94445784	94448653
Gm10999	current symbol	MGI:3779215	8	-	129129097	129131661
Gm3095	current symbol	MGI:3781271	14	+	3963547	3970207
Gm9493	current symbol	MGI:3779903	19	+	23619742	23620320
Gm2854	current symbol	MGI:3781026	X	+	33399414	33400124
Gm3090	current symbol	MGI:3781266	UN		
Gm2237	current symbol	MGI:3780407	14	-	19563801	19585135
Gm3072	current symbol	MGI:3781249	14	-	41619286	41624612
Gm10323	current symbol	MGI:3809062	13	-	66852174	66854872
